TYPE OF CONTRACT,CONTRACT,PARENT,COMPANY,SERVICE,EXPIRATION,CONTROLLER,ADDRESS1,ADDRESS2,E-MAIL ADDRESS,CONTACT,PHONE #,FAX #,NOTES
STATE,4400009279,4400009324,McKesson Medical Surgical,LAB SUPPLIES AND EQUIPMENT,12/31/2015,49634,,,,,,,
STATE,4400009280,4400009324,Met One Instruments,LAB SUPPLIES AND EQUIPMENT,12/31/2015,49634,,,,,,,
STATE,4400009281,4400009324,Med Supply,LAB SUPPLIES AND EQUIPMENT,12/31/2015,49634,,,,,,,
STATE,4400009282,4400009324,Memtec Services,LAB SUPPLIES AND EQUIPMENT,12/31/2015,49634,,,,,,,
STATE,4400009283,4400009324,Neogen,LAB SUPPLIES AND EQUIPMENT,12/31/2015,49634,,,,,,,
STATE,4400009285,4400009324,Nikon Instruments,LAB SUPPLIES AND EQUIPMENT,12/31/2015,49634,,,,,,,
STATE,4400009286,4400009324,OI Analytical,LAB SUPPLIES AND EQUIPMENT,12/31/2015,49634,,,,,,,
STATE,4400009287,4400009324,Olympus NDT,LAB SUPPLIES AND EQUIPMENT,12/31/2015,49634,,,,,,,
STATE,4400009288,4400009324,Orasure Technologies,LAB SUPPLIES AND EQUIPMENT,12/31/2015,49634,,,,,,,
STATE,4400009289,4400009324,Pasco Scientific,LAB SUPPLIES AND EQUIPMENT,12/31/2015,49634,,,,,,,
STATE,4400009290,4400009324,PerkinElmer Health Sciences,LAB SUPPLIES AND EQUIPMENT,12/31/2015,49634,,,,,,,
STATE,4400009291,4400009324,Premier Safety & Service,LAB SUPPLIES AND EQUIPMENT,12/31/2015,49634,,,,,,,
STATE,4400009292,4400009324,Promega Corporation,LAB SUPPLIES AND EQUIPMENT,12/31/2015,49634,,,,,,,
STATE,4400009293,4400009324,Qiagen,LAB SUPPLIES AND EQUIPMENT,12/31/2015,49634,,,,,,,
STATE,4400009294,4400009324,Restek,LAB SUPPLIES AND EQUIPMENT,12/31/2015,49634,,,,,,,
STATE,4400009295,4400009324,Roche Diagnostics,LAB SUPPLIES AND EQUIPMENT,12/31/2015,49634,,,,,,,
STATE,4400009296,4400009324,Scientific Equipment,LAB SUPPLIES AND EQUIPMENT,12/31/2015,49634,,,,,,,
STATE,4400009297,4400009324,Thermo Electron N. America LLC,LAB SUPPLIES AND EQUIPMENT,12/31/2015,49634,,,,,,,
STATE,4400009298,4400009324,Thomas Scientific,LAB SUPPLIES AND EQUIPMENT,12/31/2015,49634,,,,,,,
STATE,4400009299,4400009324,Utak Laboratories,LAB SUPPLIES AND EQUIPMENT,12/31/2015,49634,,,,,,,
STATE,4400009300,4400009324,VWR International,LAB SUPPLIES AND EQUIPMENT,12/31/2015,49634,,,,,,,
STATE,4400009301,4400009324,Waters Technologies,LAB SUPPLIES AND EQUIPMENT,12/31/2015,49634,,,,,,,
STATE,4400009302,4400009324,Witmer Public Safety Group,LAB SUPPLIES AND EQUIPMENT,12/31/2015,49634,,,,,,,
STATE,4400009707,4400009324,Life Technologies Corporation,LAB SUPPLIES AND EQUIPMENT,12/31/2015,49634,,,,,,,
STATE,4400013048,4400009324,Azer Scientific,LAB SUPPLIES AND EQUIPMENT,12/31/2015,49634,,,,,,,
STATE,4400013050,4400009324,BioExpress,LAB SUPPLIES AND EQUIPMENT,12/31/2015,49634,,,,,,,
STATE,4400013051,4400009324,Environmental Express,LAB SUPPLIES AND EQUIPMENT,12/31/2015,49634,,,,,,,
STATE,4400013052,4400009324,FEI Company,LAB SUPPLIES AND EQUIPMENT,12/31/2015,49634,,,,,,,
STATE,4400013058,4400009324,Horizon Technology,LAB SUPPLIES AND EQUIPMENT,12/31/2015,49634,,,,,,,
STATE,4400013064,4400009324,Leeds Precision Instruments Inc,LAB SUPPLIES AND EQUIPMENT,12/31/2015,49634,,,,,,,
STATE,4400013060,4400009324,Mansci Inc,LAB SUPPLIES AND EQUIPMENT,12/31/2015,49634,,,,,,,
STATE,4400013062,4400009324,Scientific Specialties Inc,LAB SUPPLIES AND EQUIPMENT,12/31/2015,49634,,,,,,,
STATE,4400013063,4400009324,Shimadzu Scientific Instruments,LAB SUPPLIES AND EQUIPMENT,12/31/2015,49634,,,,,,,
STATE,4400013068,4400009324,WW Grainger Inc,LAB SUPPLIES AND EQUIPMENT,12/31/2015,49634,,,,,,,
STATE,4400013652,4400009324,Xpedx LLC,LAB SUPPLIES AND EQUIPMENT,12/31/2015,49634,,,,,,,
STATE,4400014654,4400009324,Labrepco LLC,LAB SUPPLIES AND EQUIPMENT,12/31/2015,49634,,,,,,,
STATE,4400009585,4400009327,Adams Mulford Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009330,4400009327,Adden Furniture Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009331,4400009327,Adelphia Steel Equipment Co Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009332,4400009327,Affordable Interior Systems,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009583,4400009327,Affordable Office Furniture Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009336,4400009327,Agati Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009337,4400009327,Allsteel Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009338,4400009327,American Seating Company,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009339,4400009327,Arcadia Chair Company,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009340,4400009327,Arnold Desks Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009341,4400009327,Art Design International Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009342,4400009327,August Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009343,4400009327,Aurora Storage Products Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009345,4400009327,Benchmark Components Inc DBA Wisconsin Bench,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009369,4400009327,Best Acquisitions LLC DBA KNU LLC,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009370,4400009327,Blockhouse Company Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009371,4400009327,Bretford Manufacturing Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009372,4400009327,Brodart Co,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009373,4400009327,Butler Woodcrafters Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009375,4400009327,Claridge Products & Equipment,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009378,4400009327,Columbia Manufacturing Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009377,4400009327,Community Products LLC DBA Commplaythings/Rifton Equipment,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009379,4400009327,Compatico,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009380,4400009327,ConSet America LLC,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009381,4400009327,Corilam Fabricating Company Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009382,4400009327,Cramer LLC,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009383,4400009327,Darran Furniture Industries Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009384,4400009327,Datum Filing systems Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009385,4400009327,Dauphin North America,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009386,4400009327,David Edward Company,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009388,4400009327,DCI Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009392,4400009327,Diversified Storage Solutions Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009389,4400009327,Diversified Woodcraft Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009393,4400009327,Encore Seating Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009394,4400009327,ERG Corporate Office Furnishings,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009395,4400009327,Exemplis Corporation DBA Sitonit Seating,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009398,4400009327,Electronic Classroom Furniture Systems LC,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009404,4400009327,Fleetwood Group Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009406,4400009327,Global Industries Inc/DBA Offices to go,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009407,4400009327,Groupe Lacasse LLC,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009417,4400009327,Hann Manufacturing Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009419,4400009327,Haskell Office LLC,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009408,4400009327,HAWORTH Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009422,4400009327,Hekman Furniture,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009409,4400009327,Hertz Furniture Systems,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009410,4400009327,High Point Furniture Industries Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009411,4400009327,Highmark Smart Reliable Seating Inc DBA Highmark,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009412,4400009327,Hon Company,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009413,4400009327,Humanscale Corporation,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009416,4400009327,Hussey Seating Company,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009423,4400009327,Images of America Inc DBA IOA Healthcare Furniture,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009424,4400009327,IMF Solutions LLC DBA Invincible,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009425,4400009327,Indiana Furniture Industries Inc DBA Indiana Desk,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009427,4400009327,Integra Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009430,4400009327,Ironwood Manufacturing Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009429,4400009327,ISE Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009431,4400009327,JP Jay Associates Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009432,4400009327,Jeff S Barth Jasper Chair,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009434,4400009327,Jasper Seating Co Inc JSI Community and Kiem Hospitality,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009433,4400009327,John Savoy & Son Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009435,4400009327,JSJ Furniture Corp DBA Izzy Design,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009436,4400009327,Kimball Office Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009437,4400009327,Knoll Inc DBA Knoll Group,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009438,4400009327,DBA KFI Seating Kentuckians Foam Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009439,4400009327,Kwalu LLC,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009440,4400009327,Landscape Frms,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009444,4400009327,Leeder Furniture LLC,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009442,4400009327,Legacy Furniture Group Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009445,4400009327,Leland International Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009443,4400009327,Library Interiors Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009447,4400009327,Mayline Company LLC,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009450,4400009327,Mesa Contract Inc dba Intellaspace,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009451,4400009327,Metalworks Inc dba Great Openings,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009458,4400009327,National Office Furniture Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009452,4400009327,Neutral Posture Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009457,4400009327,New England Woodcraft Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009454,4400009327,Nickerson New Jersey Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009453,4400009327,Norix Group Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009455,4400009327,Nucraft Furniture Company,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009508,4400009327,DBA Ocisitwell Office Chairs Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009460,4400009327,OFM Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009462,4400009327,OFS Brands Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009461,4400009327,OSI Furniture LLC,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009463,4400009327,PA Office Service Group Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009465,4400009327,Paoli Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009464,4400009327,Peter Pepper Products Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009466,4400009327,Phillips Office Products Inc DBA The Phillips Group,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009467,4400009327,Quaker Furniture Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009456,4400009327,NWN Inc DBA Westin-Nielsen,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009468,4400009327,Quality Products & Services,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009472,4400009327,Reed Associates Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009469,4400009327,Reimers Furniture Mfg Inc DBA RFM Preferred Seating,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009470,4400009327,Foundtree Furniture Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009488,4400009327,Safco Products Company,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009489,4400009327,Sagus International,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009474,4400009327,Sauder Manufacturing Co,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009473,4400009327,Sedia Systems,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009476,4400009327,Senator International Inc DBA Allemuir Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009478,4400009327,Sitmatic,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009479,4400009327,Smith System Manufacturing Co,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009480,4400009327,Spec Furniture Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009490,4400009327,Specseats Intl Corp,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009481,4400009327,Steelcase Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009482,4400009327,Stelter Partners LLC,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009484,4400009327,Stylex Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009486,4400009327,Symmetry Office LLC,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009491,4400009327,Tanner of PA Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009492,4400009327,The Gunlocke Company LLC,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009493,4400009327,Three H Furniture Systems LTD,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009487,4400009327,Supply Source Inc Supply Source Office Interiors Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009495,4400009327,TMC Furniture Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009500,4400009327,Trans American Office Furniture Co Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009497,4400009327,Transformations by Wieland Inc DBA Furniture,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009499,4400009327,Trendway Corp,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009498,4400009327,University Loft Co,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009503,4400009327,Versteel,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009505,4400009327,Via Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009501,4400009327,Virco Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009504,4400009327,VS America Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009506,4400009327,Wenger Corporation,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009507,4400009327,Workrite Ergonomics Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009779,4400009327,Arnold Furniture Mfrs Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009780,4400009327,Artopex Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009781,4400009327,ASSA Group Inc DBA Enwork,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009782,4400009327,Allseating Corporation,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009783,4400009327,Arnold Kolax Furniture Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009797,4400009327,Baltix Sustainable Furniture LLC,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009784,4400009327,Biorit Engineered Products Ltd,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009785,4400009327,BJR Office Resources Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009787,4400009327,Borgo Upholstery Limited,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009796,4400009327,Bush Industries Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009798,4400009327,Commercial furniture Group Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009799,4400009327,DSI Industries Inc DBA Design Source Industries,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009800,4400009327,Egan Visual International,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009837,4400009327,Ergogenesis LLC,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009802,4400009327,F E Hale Manufacturing Co,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009803,4400009327,Fulmarque Inc DBA EKO,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009804,4400009327,Furniture Concepts Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009805,4400009327,Grand Rapids Chair Company,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009806,4400009327,Inscape Inc DBA Office Specialty,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009807,4400009327,K&A Manufacturing Inc DBA Right Angle,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009809,4400009327,Maxon Furniture Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009810,4400009327,Michigan Tube Swagers & Fabricators Inc DBA MTS Seating,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009811,4400009327,Moduform Inc AG&W Industry,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009814,4400009327,Palmer Hamilton LLC,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009813,4400009327,PS Furniture,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009815,4400009327,Rapp Productions Inc DBA The Furniture Lab,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009817,4400009327,Spectra Inc DBA Spectra Wood Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009818,4400009327,Spectrum Industries Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009820,4400009327,Summit Oaks Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009821,4400009327,Teknion LLC,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009816,4400009327,Simo Corporation,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009812,4400009327,Nemschoff Chairs Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400010194,4400009327,Everest Expedition LLC DBA The Worden Company,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400013192,4400009327,Fairway Holdings Inc DBA Berco Furniture Solutions,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400013254,4400009327,Staples Contract & Commercial Inc,COMMERCIAL FURNITURE,4/30/2016,49750,,,,,,,
STATE,4400009673,4400009664,Language Services Associates,SIGN LANGUAGE INTERPRETATION,6/30/2017,50001,,,,,,,
STATE,4400009680,4400009664,Geneva Worldwide,SIGN LANGUAGE INTERPRETATION,6/30/2017,50001,,,,,,,
STATE,4400009681,4400009664,Berks County Assn for the Hearing,SIGN LANGUAGE INTERPRETATION,6/30/2017,50001,,,,,,,
STATE,4400009683,4400009664,Center for Hearing & Deaf Svs Inc,SIGN LANGUAGE INTERPRETATION,6/30/2017,50001,,,,,,,
STATE,4400009684,4400009664,ASL Services,SIGN LANGUAGE INTERPRETATION,6/30/2017,50001,,,,,,,
STATE,4400009685,4400009664,Deaf Hearing Communication Ctr,SIGN LANGUAGE INTERPRETATION,6/30/2017,50001,,,,,,,
STATE,4400009688,4400009664,Steel City Interpreters,SIGN LANGUAGE INTERPRETATION,6/30/2017,50001,,,,,,,
STATE,4400009689,4400009664,Greta Lynn Fairbanks,SIGN LANGUAGE INTERPRETATION,6/30/2017,50001,,,,,,,
STATE,4400009695,4400009664,Sharon Nicarry,SIGN LANGUAGE INTERPRETATION,6/30/2017,50001,,,,,,,
STATE,4400009696,4400009664,Amber Bahler,SIGN LANGUAGE INTERPRETATION,6/30/2017,50001,,,,,,,
STATE,4400009697,4400009664,Michelle Long,SIGN LANGUAGE INTERPRETATION,6/30/2017,50001,,,,,,,
STATE,4400009698,4400009664,Sign Language Specialist of WPA,SIGN LANGUAGE INTERPRETATION,6/30/2017,50001,,,,,,,
STATE,4400009699,4400009664,Stephanie Lynne Robinson,SIGN LANGUAGE INTERPRETATION,6/30/2017,50001,,,,,,,
STATE,4400009701,4400009664,Sign Language Interpreting Prof,SIGN LANGUAGE INTERPRETATION,6/30/2017,50001,,,,,,,
STATE,4400009702,4400009664,Pauline Bittinger,SIGN LANGUAGE INTERPRETATION,6/30/2017,50001,,,,,,,
STATE,4400009735,4400009664,Tracy Lynn Cummins,SIGN LANGUAGE INTERPRETATION,6/30/2017,50001,,,,,,,
STATE,4400009736,4400009664,Easter Seals Central PA,SIGN LANGUAGE INTERPRETATION,6/30/2017,50001,,,,,,,
STATE,4400009738,4400009664,Deaf Hearing Interface LLC,SIGN LANGUAGE INTERPRETATION,6/30/2017,50001,,,,,,,
STATE,4400009739,4400009664,Brian Millan,SIGN LANGUAGE INTERPRETATION,6/30/2017,50001,,,,,,,
STATE,4400010420,4400009664,360 Translations,SIGN LANGUAGE INTERPRETATION,6/30/2017,50001,,,,,,,
STATE,4400010401,4400010292,HAVIS SHIELDS EQUIPMENT CORPORATION,POLICE LIGHTING AND ACCESSORIES,11/30/2015,50024,,,,,,,
STATE,4400010402,4400010292,J R SETINA MANUFACTURING CO INC,POLICE LIGHTING AND ACCESSORIES,11/30/2015,50024,,,,,,,
STATE,4400010403,4400010292,WHELEN ENGINEERING CO INC,POLICE LIGHTING AND ACCESSORIES,11/30/2015,50024,,,,,,,
STATE,4400010404,4400010292,WITMER PUBLIC SAFETY GROUP INC,POLICE LIGHTING AND ACCESSORIES,11/30/2015,50024,,,,,,,
STATE,4400010405,4400010292,FEDERAL SIGNAL CORPORATION,POLICE LIGHTING AND ACCESSORIES,11/30/2015,50024,,,,,,,
STATE,4400010315,4400010315,VERIZON WIRELESS,WIRELESS COMMUNICATIONS SERVICE,10/31/2017,50070,3329 Street Road,"Bensalem, PA  19020",shane.brody@t-moblie.com,Rick Eisenberg,267-240-6359,,
STATE,4400010316,4400010316,"SPRINT/NEXTEL COMMUNICATIONS OF THE MID-ATLANTIC, INC.",WIRELESS COMMUNICATIONS SERVICE,10/31/2017,50069,12920 SE 38th Street,"Bellevue, WA 98006",kl564h@att.com,Shane Brody,717-303-9729,,
STATE,4400010317,4400010317,"T-MOBILE USA, INC",WIRELESS COMMUNICATIONS SERVICE,10/31/2017,50068,1 AT&T Way,"Bedminster, NJ 07921",jgross@businessrecords.com,Kyle Lenker,412-321-0600,412-321-5152,
STATE,4400013854,4400013854,AT&T CORP,WIRELESS COMMUNICATIONS SERVICE,10/31/2017,50067,1018 Western Avenue,"Pittsburgh, PA  15233",,John Gross,412-322-7652,651-293-2682,
STATE,4400010324,4400010323,American Signal Co,TRAFFIC CONTROL EQUIPMENT,9/30/2016,50722,,,,,,,
STATE,4400010325,4400010323,Beths Barricades,TRAFFIC CONTROL EQUIPMENT,9/30/2016,50722,,,,,,,
STATE,4400010326,4400010323,Information Display Company/ DBA Speedcheck,TRAFFIC CONTROL EQUIPMENT,9/30/2016,50722,,,,,,,
STATE,4400010327,4400010323,North America Traffic Inc,TRAFFIC CONTROL EQUIPMENT,9/30/2016,50722,,,,,,,
STATE,4400010328,4400010323,Protection Services Inc,TRAFFIC CONTROL EQUIPMENT,9/30/2016,50722,,,,,,,
STATE,4400010329,4400010323,Trafcon Industries Inc,TRAFFIC CONTROL EQUIPMENT,9/30/2016,50722,,,,,,,
